Scenario,Area,Period,Age,Sex,Ratio,Death Ratio,Population,Deaths
SSP1,Brunei Darussalam,2085-2090,0--4,Male,1,0,6.2,0
SSP1,Brunei Darussalam,2090-2095,0--4,Male,1,0,5.7,0
SSP1,Brunei Darussalam,2095-2100,0--4,Male,1,0,5.2,0
SSP1,Burkina Faso,2030-2035,0--4,Male,0.982,0.018,1640.8,29.5344
SSP1,Burkina Faso,2035-2040,0--4,Male,0.986,0.014,1641.8,22.9852
SSP1,Burkina Faso,2040-2045,0--4,Male,0.989,0.011,1628.9,17.9179
SSP1,Burkina Faso,2045-2050,0--4,Male,0.992,0.008,1635.4,13.0832
SSP1,Burkina Faso,2050-2055,0--4,Male,0.994,0.006,1577.4,9.4644
SSP1,Burkina Faso,2055-2060,0--4,Male,0.995,0.005,1452,7.26
SSP1,Burkina Faso,2060-2065,0--4,Male,0.996,0.004,1326.5,5.306
SSP1,Burkina Faso,2065-2070,0--4,Male,0.997,0.003,1236.9,3.7107
SSP1,Burkina Faso,2070-2075,0--4,Male,0.998,0.002,1158.4,2.3168
SSP1,Burkina Faso,2075-2080,0--4,Male,0.998,0.002,1078.7,2.1574
SSP1,Burkina Faso,2080-2085,0--4,Male,0.999,0.001,980.6,0.9806
SSP1,Burkina Faso,2085-2090,0--4,Male,0.999,0.001,870.6,0.8706
SSP1,Burkina Faso,2090-2095,0--4,Male,0.999,0.001,770.7,0.7707
SSP1,Burkina Faso,2095-2100,0--4,Male,0.999,0.001,699.1,0.6991
SSP1,Burundi,2030-2035,0--4,Male,0.985,0.015,921.8,13.827
SSP1,Burundi,2035-2040,0--4,Male,0.988,0.012,914.2,10.9704
SSP1,Burundi,2040-2045,0--4,Male,0.991,0.009,896.4,8.0676
SSP1,Burundi,2045-2050,0--4,Male,0.993,0.007,888.6,6.2202
SSP1,Burundi,2050-2055,0--4,Male,0.995,0.005,851.7,4.2585
SSP1,Burundi,2055-2060,0--4,Male,0.996,0.004,788.2,3.1528
SSP1,Burundi,2060-2065,0--4,Male,0.996,0.004,717,2.868
SSP1,Burundi,2065-2070,0--4,Male,0.997,0.003,660.1,1.9803
SSP1,Burundi,2070-2075,0--4,Male,0.997,0.003,605.6,1.8168
SSP1,Burundi,2075-2080,0--4,Male,0.998,0.002,555.8,1.1116
SSP1,Burundi,2080-2085,0--4,Male,0.998,0.002,503.1,1.0062
SSP1,Burundi,2085-2090,0--4,Male,0.998,0.002,449.7,0.8994
SSP1,Burundi,2090-2095,0--4,Male,0.999,0.001,411.4,0.4114
SSP1,Burundi,2095-2100,0--4,Male,0.999,0.001,379.1,0.3791
SSP1,Cambodia,2030-2035,0--4,Male,0.996,0.004,650.1,2.6004
SSP1,Cambodia,2035-2040,0--4,Male,0.997,0.003,592.7,1.7781
SSP1,Cambodia,2040-2045,0--4,Male,0.998,0.002,532.3,1.0646
SSP1,Cambodia,2045-2050,0--4,Male,0.998,0.002,476,0.952
SSP1,Cambodia,2050-2055,0--4,Male,0.998,0.002,419.9,0.8398
SSP1,Cambodia,2055-2060,0--4,Male,0.998,0.002,369.8,0.7396
SSP1,Cambodia,2060-2065,0--4,Male,0.998,0.002,327.5,0.655
SSP1,Cambodia,2065-2070,0--4,Male,0.998,0.002,295.3,0.5906
SSP1,Cambodia,2070-2075,0--4,Male,0.999,0.001,265.4,0.2654
SSP1,Cambodia,2075-2080,0--4,Male,0.999,0.001,237.5,0.2375
SSP1,Cambodia,2080-2085,0--4,Male,0.999,0.001,212.2,0.2122
SSP1,Cambodia,2085-2090,0--4,Male,0.999,0.001,190.4,0.1904
SSP1,Cambodia,2090-2095,0--4,Male,0.999,0.001,171.8,0.1718
SSP1,Cambodia,2095-2100,0--4,Male,0.999,0.001,155.5,0.1555
SSP1,Cameroon,2030-2035,0--4,Male,0.991,0.009,1989.1,17.9019
SSP1,Cameroon,2035-2040,0--4,Male,0.994,0.006,1936.7,11.6202
SSP1,Cameroon,2040-2045,0--4,Male,0.995,0.005,1862.6,9.313
SSP1,Cameroon,2045-2050,0--4,Male,0.997,0.003,1841.6,5.5248
SSP1,Cameroon,2050-2055,0--4,Male,0.997,0.003,1775.4,5.3262
SSP1,Cameroon,2055-2060,0--4,Male,0.998,0.002,1676.5,3.353
SSP1,Cameroon,2060-2065,0--4,Male,0.998,0.002,1540.2,3.0804
SSP1,Cameroon,2065-2070,0--4,Male,0.999,0.001,1423.9,1.4239
SSP1,Cameroon,2070-2075,0--4,Male,0.999,0.001,1322.1,1.3221
SSP1,Cameroon,2075-2080,0--4,Male,0.999,0.001,1186,1.186
SSP1,Cameroon,2080-2085,0--4,Male,0.999,0.001,1082.1,1.0821
SSP1,Cameroon,2085-2090,0--4,Male,0.999,0.001,975.4,0.9754
SSP1,Cameroon,2090-2095,0--4,Male,0.999,0.001,892,0.892
SSP1,Cameroon,2095-2100,0--4,Male,1,0,826.9,0
SSP1,Cape Verde,2030-2035,0--4,Male,0.999,0.001,20.5,0.0205
SSP1,Cape Verde,2035-2040,0--4,Male,0.999,0.001,17.7,0.0177
SSP1,Cape Verde,2040-2045,0--4,Male,0.999,0.001,15.7,0.0157
SSP1,Cape Verde,2045-2050,0--4,Male,0.999,0.001,14.5,0.0145
SSP1,Cape Verde,2050-2055,0--4,Male,1,0,13.2,0
SSP1,Cape Verde,2055-2060,0--4,Male,1,0,11.7,0
SSP1,Cape Verde,2060-2065,0--4,Male,1,0,10.3,0
SSP1,Cape Verde,2065-2070,0--4,Male,1,0,9.2,0
SSP1,Cape Verde,2070-2075,0--4,Male,1,0,8.4,0
SSP1,Cape Verde,2075-2080,0--4,Male,1,0,7.7,0
SSP1,Cape Verde,2080-2085,0--4,Male,1,0,7.1,0
SSP1,Cape Verde,2085-2090,0--4,Male,1,0,6.5,0
SSP1,Cape Verde,2090-2095,0--4,Male,1,0,5.9,0
SSP1,Cape Verde,2095-2100,0--4,Male,1,0,5.4,0
SSP1,Central African Republic,2030-2035,0--4,Male,0.984,0.016,506.9,8.1104
SSP1,Central African Republic,2035-2040,0--4,Male,0.988,0.012,522.7,6.2724
SSP1,Central African Republic,2040-2045,0--4,Male,0.991,0.009,521.7,4.6953
SSP1,Central African Republic,2045-2050,0--4,Male,0.994,0.006,529.4,3.1764
SSP1,Central African Republic,2050-2055,0--4,Male,0.995,0.005,510.5,2.5525
SSP1,Central African Republic,2055-2060,0--4,Male,0.996,0.004,479.8,1.9192
SSP1,Central African Republic,2060-2065,0--4,Male,0.997,0.003,448.8,1.3464
SSP1,Central African Republic,2065-2070,0--4,Male,0.997,0.003,424.2,1.2726
SSP1,Central African Republic,2070-2075,0--4,Male,0.998,0.002,399.3,0.7986
SSP1,Central African Republic,2075-2080,0--4,Male,0.998,0.002,371.7,0.7434
SSP1,Central African Republic,2080-2085,0--4,Male,0.998,0.002,341.3,0.6826
SSP1,Central African Republic,2085-2090,0--4,Male,0.998,0.002,310.5,0.621
SSP1,Central African Republic,2090-2095,0--4,Male,0.999,0.001,276.3,0.2763
SSP1,Central African Republic,2095-2100,0--4,Male,0.999,0.001,246.2,0.2462
SSP1,Chad,2030-2035,0--4,Male,0.966,0.034,1600.1,54.4034
SSP1,Chad,2035-2040,0--4,Male,0.971,0.029,1615.5,46.8495
SSP1,Chad,2040-2045,0--4,Male,0.976,0.024,1605.4,38.5296
SSP1,Chad,2045-2050,0--4,Male,0.98,0.02,1611.6,32.232
SSP1,Chad,2050-2055,0--4,Male,0.984,0.016,1581.3,25.3008
SSP1,Chad,2055-2060,0--4,Male,0.986,0.014,1514.8,21.2072
SSP1,Chad,2060-2065,0--4,Male,0.989,0.011,1419.2,15.6112
SSP1,Chad,2065-2070,0--4,Male,0.991,0.009,1340.7,12.0663
SSP1,Chad,2070-2075,0--4,Male,0.992,0.008,1252.7,10.0216
SSP1,Chad,2075-2080,0--4,Male,0.994,0.006,1173.7,7.0422
SSP1,Chad,2080-2085,0--4,Male,0.995,0.005,1078.7,5.3935
SSP1,Chad,2085-2090,0--4,Male,0.996,0.004,1002.6,4.0104
SSP1,Chad,2090-2095,0--4,Male,0.996,0.004,906.7,3.6268
SSP1,Chad,2095-2100,0--4,Male,0.997,0.003,807.5,2.4225
SSP1,China,2030-2035,0--4,Male,0.999,0.001,24407.1,24.4071
SSP1,China,2035-2040,0--4,Male,0.999,0.001,23191.6,23.1916
SSP1,China,2040-2045,0--4,Male,0.999,0.001,23179.5,23.1795
SSP1,China,2045-2050,0--4,Male,1,0,22764.5,0
SSP1,China,2050-2055,0--4,Male,1,0,20835.7,0
SSP1,China,2055-2060,0--4,Male,1,0,18164.7,0
SSP1,China,2060-2065,0--4,Male,1,0,16063.4,0
SSP1,China,2065-2070,0--4,Male,1,0,14697.2,0
SSP1,China,2070-2075,0--4,Male,1,0,13915.5,0
SSP1,China,2075-2080,0--4,Male,1,0,13415.8,0
SSP1,China,2080-2085,0--4,Male,1,0,12673.1,0
SSP1,China,2085-2090,0--4,Male,1,0,11666.3,0
SSP1,China,2090-2095,0--4,Male,1,0,10603.4,0
SSP1,China,2095-2100,0--4,Male,1,0,9735.8,0
SSP1,Comoros,2030-2035,0--4,Male,0.992,0.008,52,0.416
SSP1,Comoros,2035-2040,0--4,Male,0.994,0.006,49.3,0.2958
SSP1,Comoros,2040-2045,0--4,Male,0.995,0.005,46.7,0.2335
SSP1,Comoros,2045-2050,0--4,Male,0.996,0.004,45.7,0.1828
SSP1,Comoros,2050-2055,0--4,Male,0.997,0.003,43.7,0.1311
SSP1,Comoros,2055-2060,0--4,Male,0.998,0.002,40.3,0.0806
SSP1,Comoros,2060-2065,0--4,Male,0.998,0.002,36.2,0.0724
SSP1,Comoros,2065-2070,0--4,Male,0.999,0.001,33.1,0.0331
SSP1,Comoros,2070-2075,0--4,Male,0.999,0.001,29.6,0.0296
SSP1,Comoros,2075-2080,0--4,Male,0.999,0.001,26.8,0.0268
SSP1,Comoros,2080-2085,0--4,Male,0.999,0.001,24,0.024
SSP1,Comoros,2085-2090,0--4,Male,0.999,0.001,21.9,0.0219
SSP1,Comoros,2090-2095,0--4,Male,0.999,0.001,20.2,0.0202
SSP1,Comoros,2095-2100,0--4,Male,1,0,18.6,0
SSP1,Congo,2030-2035,0--4,Male,0.995,0.005,389.9,1.9495
SSP1,Congo,2035-2040,0--4,Male,0.996,0.004,383.9,1.5356
SSP1,Congo,2040-2045,0--4,Male,0.997,0.003,368.5,1.1055
SSP1,Congo,2045-2050,0--4,Male,0.998,0.002,358.6,0.7172
SSP1,Congo,2050-2055,0--4,Male,0.999,0.001,341.8,0.3418
SSP1,Congo,2055-2060,0--4,Male,0.999,0.001,315.2,0.3152
SSP1,Congo,2060-2065,0--4,Male,0.999,0.001,284.4,0.2844
SSP1,Congo,2065-2070,0--4,Male,0.999,0.001,262.3,0.2623
SSP1,Congo,2070-2075,0--4,Male,1,0,237.9,0
SSP1,Congo,2075-2080,0--4,Male,1,0,211.3,0
SSP1,Congo,2080-2085,0--4,Male,1,0,188.4,0
SSP1,Congo,2085-2090,0--4,Male,1,0,172,0
SSP1,Congo,2090-2095,0--4,Male,1,0,158.1,0
SSP1,Congo,2095-2100,0--4,Male,1,0,145.4,0
SSP1,Cote d'Ivoire,2030-2035,0--4,Male,0.991,0.009,1850.9,16.6581
SSP1,Cote d'Ivoire,2035-2040,0--4,Male,0.994,0.006,1776.4,10.6584
SSP1,Cote d'Ivoire,2040-2045,0--4,Male,0.995,0.005,1680.2,8.401
SSP1,Cote d'Ivoire,2045-2050,0--4,Male,0.997,0.003,1627.4,4.8822
SSP1,Cote d'Ivoire,2050-2055,0--4,Male,0.997,0.003,1535.1,4.6053
SSP1,Cote d'Ivoire,2055-2060,0--4,Male,0.998,0.002,1418.3,2.8366
SSP1,Cote d'Ivoire,2060-2065,0--4,Male,0.998,0.002,1281.6,2.5632
SSP1,Cote d'Ivoire,2065-2070,0--4,Male,0.998,0.002,1167.7,2.3354
SSP1,Cote d'Ivoire,2070-2075,0--4,Male,0.999,0.001,1060.9,1.0609
SSP1,Cote d'Ivoire,2075-2080,0--4,Male,0.999,0.001,951.8,0.9518
SSP1,Cote d'Ivoire,2080-2085,0--4,Male,0.999,0.001,844.3,0.8443
SSP1,Cote d'Ivoire,2085-2090,0--4,Male,0.999,0.001,768.6,0.7686
SSP1,Cote d'Ivoire,2090-2095,0--4,Male,0.999,0.001,708.1,0.7081
SSP1,Cote d'Ivoire,2095-2100,0--4,Male,0.999,0.001,652.4,0.6524
SSP1,Democratic Republic of the Congo,2030-2035,0--4,Male,0.976,0.024,9157.8,219.7872
SSP1,Democratic Republic of the Congo,2035-2040,0--4,Male,0.98,0.02,9218.4,184.368
SSP1,Democratic Republic of the Congo,2040-2045,0--4,Male,0.982,0.018,9166,164.988
SSP1,Democratic Republic of the Congo,2045-2050,0--4,Male,0.985,0.015,9313.3,139.6995
SSP1,Democratic Republic of the Congo,2050-2055,0--4,Male,0.988,0.012,9163.9,109.9668
SSP1,Democratic Republic of the Congo,2055-2060,0--4,Male,0.99,0.01,8761.7,87.617
SSP1,Democratic Republic of the Congo,2060-2065,0--4,Male,0.992,0.008,8259.1,66.0728
SSP1,Democratic Republic of the Congo,2065-2070,0--4,Male,0.993,0.007,7788.3,54.5181
SSP1,Democratic Republic of the Congo,2070-2075,0--4,Male,0.994,0.006,7326.5,43.959
SSP1,Democratic Republic of the Congo,2075-2080,0--4,Male,0.995,0.005,6860.5,34.3025
SSP1,Democratic Republic of the Congo,2080-2085,0--4,Male,0.996,0.004,6336.1,25.3444
SSP1,Democratic Republic of the Congo,2085-2090,0--4,Male,0.996,0.004,5816.8,23.2672
SSP1,Democratic Republic of the Congo,2090-2095,0--4,Male,0.997,0.003,5207.5,15.6225
SSP1,Democratic Republic of the Congo,2095-2100,0--4,Male,0.998,0.002,4665.9,9.3318
SSP1,Djibouti,2030-2035,0--4,Male,0.986,0.014,47.6,0.6664
SSP1,Djibouti,2035-2040,0--4,Male,0.989,0.011,44,0.484
SSP1,Djibouti,2040-2045,0--4,Male,0.992,0.008,40.2,0.3216
SSP1,Djibouti,2045-2050,0--4,Male,0.994,0.006,38.1,0.2286
SSP1,Djibouti,2050-2055,0--4,Male,0.996,0.004,34.7,0.1388
SSP1,Djibouti,2055-2060,0--4,Male,0.997,0.003,31.3,0.0939
SSP1,Djibouti,2060-2065,0--4,Male,0.997,0.003,27.2,0.0816
SSP1,Djibouti,2065-2070,0--4,Male,0.998,0.002,24.5,0.049
SSP1,Djibouti,2070-2075,0--4,Male,0.998,0.002,22.6,0.0452
SSP1,Djibouti,2075-2080,0--4,Male,0.999,0.001,21,0.021
SSP1,Djibouti,2080-2085,0--4,Male,0.999,0.001,19.3,0.0193
SSP1,Djibouti,2085-2090,0--4,Male,0.999,0.001,17.7,0.0177
SSP1,Djibouti,2090-2095,0--4,Male,0.999,0.001,15.9,0.0159
SSP1,Djibouti,2095-2100,0--4,Male,0.999,0.001,14.3,0.0143
SSP1,Equatorial Guinea,2030-2035,0--4,Male,0.992,0.008,106.3,0.8504
SSP1,Equatorial Guinea,2035-2040,0--4,Male,0.994,0.006,104.4,0.6264
SSP1,Equatorial Guinea,2040-2045,0--4,Male,0.995,0.005,101,0.505
SSP1,Equatorial Guinea,2045-2050,0--4,Male,0.997,0.003,99.3,0.2979
SSP1,Equatorial Guinea,2050-2055,0--4,Male,0.998,0.002,95.2,0.1904
SSP1,Equatorial Guinea,2055-2060,0--4,Male,0.998,0.002,88.1,0.1762
SSP1,Equatorial Guinea,2060-2065,0--4,Male,0.998,0.002,79.9,0.1598
SSP1,Equatorial Guinea,2065-2070,0--4,Male,0.999,0.001,74.1,0.0741
SSP1,Equatorial Guinea,2070-2075,0--4,Male,0.999,0.001,67.4,0.0674
SSP1,Equatorial Guinea,2075-2080,0--4,Male,0.999,0.001,60.4,0.0604
SSP1,Equatorial Guinea,2080-2085,0--4,Male,0.999,0.001,53.5,0.0535
SSP1,Equatorial Guinea,2085-2090,0--4,Male,0.999,0.001,48.7,0.0487
SSP1,Equatorial Guinea,2090-2095,0--4,Male,0.999,0.001,44.5,0.0445
SSP1,Equatorial Guinea,2095-2100,0--4,Male,0.999,0.001,40.5,0.0405
SSP1,Eritrea,2030-2035,0--4,Male,0.992,0.008,220.7,1.7656
SSP1,Eritrea,2035-2040,0--4,Male,0.994,0.006,211.2,1.2672
SSP1,Eritrea,2040-2045,0--4,Male,0.995,0.005,194.8,0.974
SSP1,Eritrea,2045-2050,0--4,Male,0.997,0.003,181.1,0.5433
SSP1,Eritrea,2050-2055,0--4,Male,0.997,0.003,164.8,0.4944
SSP1,Eritrea,2055-2060,0--4,Male,0.998,0.002,147.4,0.2948
SSP1,Eritrea,2060-2065,0--4,Male,0.998,0.002,131,0.262
SSP1,Eritrea,2065-2070,0--4,Male,0.999,0.001,118,0.118
SSP1,Eritrea,2070-2075,0--4,Male,0.999,0.001,104.1,0.1041
SSP1,Eritrea,2075-2080,0--4,Male,0.999,0.001,91.4,0.0914
SSP1,Eritrea,2080-2085,0--4,Male,0.999,0.001,82.2,0.0822
SSP1,Eritrea,2085-2090,0--4,Male,0.999,0.001,75,0.075
SSP1,Eritrea,2090-2095,0--4,Male,0.999,0.001,68.7,0.0687
SSP1,Eritrea,2095-2100,0--4,Male,0.999,0.001,62.2,0.0622
SSP1,Ethiopia,2030-2035,0--4,Male,0.988,0.012,7977.8,95.7336
SSP1,Ethiopia,2035-2040,0--4,Male,0.991,0.009,7668.2,69.0138
SSP1,Ethiopia,2040-2045,0--4,Male,0.993,0.007,7303,51.121
SSP1,Ethiopia,2045-2050,0--4,Male,0.995,0.005,7169.5,35.8475
SSP1,Ethiopia,2050-2055,0--4,Male,0.996,0.004,6888.3,27.5532
SSP1,Ethiopia,2055-2060,0--4,Male,0.997,0.003,6435.8,19.3074
SSP1,Ethiopia,2060-2065,0--4,Male,0.998,0.002,5917.3,11.8346
SSP1,Ethiopia,2065-2070,0--4,Male,0.998,0.002,5362.5,10.725
SSP1,Ethiopia,2070-2075,0--4,Male,0.998,0.002,4887.6,9.7752
SSP1,Ethiopia,2075-2080,0--4,Male,0.999,0.001,4366.7,4.3667
SSP1,Ethiopia,2080-2085,0--4,Male,0.999,0.001,3922.7,3.9227
SSP1,Ethiopia,2085-2090,0--4,Male,0.999,0.001,3589.5,3.5895
SSP1,Ethiopia,2090-2095,0--4,Male,0.999,0.001,3300.4,3.3004
SSP1,Ethiopia,2095-2100,0--4,Male,0.999,0.001,3015.7,3.0157
SSP1,Gabon,2030-2035,0--4,Male,0.997,0.003,130.3,0.3909
SSP1,Gabon,2035-2040,0--4,Male,0.998,0.002,122.7,0.2454
SSP1,Gabon,2040-2045,0--4,Male,0.998,0.002,115.7,0.2314
SSP1,Gabon,2045-2050,0--4,Male,0.999,0.001,112.6,0.1126
SSP1,Gabon,2050-2055,0--4,Male,0.999,0.001,106.9,0.1069
SSP1,Gabon,2055-2060,0--4,Male,0.999,0.001,98.9,0.0989
SSP1,Gabon,2060-2065,0--4,Male,1,0,88.3,0
SSP1,Gabon,2065-2070,0--4,Male,1,0,78.6,0
SSP1,Gabon,2070-2075,0--4,Male,1,0,69.8,0
SSP1,Gabon,2075-2080,0--4,Male,1,0,64.5,0
SSP1,Gabon,2080-2085,0--4,Male,1,0,60.3,0
SSP1,Gabon,2085-2090,0--4,Male,1,0,55.9,0
SSP1,Gabon,2090-2095,0--4,Male,1,0,51.4,0
SSP1,Gabon,2095-2100,0--4,Male,1,0,46.3,0
SSP1,Gambia,2030-2035,0--4,Male,0.986,0.014,177.7,2.4878
SSP1,Gambia,2035-2040,0--4,Male,0.988,0.012,174.5,2.094
SSP1,Gambia,2040-2045,0--4,Male,0.991,0.009,165.1,1.4859
SSP1,Gambia,2045-2050,0--4,Male,0.993,0.007,161.3,1.1291
SSP1,Gambia,2050-2055,0--4,Male,0.994,0.006,152.6,0.9156
SSP1,Gambia,2055-2060,0--4,Male,0.995,0.005,140.6,0.703
SSP1,Gambia,2060-2065,0--4,Male,0.996,0.004,125.6,0.5024
SSP1,Gambia,2065-2070,0--4,Male,0.997,0.003,114.3,0.3429
SSP1,Gambia,2070-2075,0--4,Male,0.997,0.003,103.9,0.3117
SSP1,Gambia,2075-2080,0--4,Male,0.998,0.002,93.6,0.1872
SSP1,Gambia,2080-2085,0--4,Male,0.998,0.002,84.1,0.1682
SSP1,Gambia,2085-2090,0--4,Male,0.999,0.001,77.6,0.0776
SSP1,Gambia,2090-2095,0--4,Male,0.999,0.001,71.5,0.0715
SSP1,Gambia,2095-2100,0--4,Male,0.999,0.001,66,0.066
SSP1,Ghana,2030-2035,0--4,Male,0.989,0.011,1983.5,21.8185
SSP1,Ghana,2035-2040,0--4,Male,0.992,0.008,1934,15.472
SSP1,Ghana,2040-2045,0--4,Male,0.994,0.006,1881.8,11.2908
SSP1,Ghana,2045-2050,0--4,Male,0.995,0.005,1874.5,9.3725
SSP1,Ghana,2050-2055,0--4,Male,0.996,0.004,1815.8,7.2632
SSP1,Ghana,2055-2060,0--4,Male,0.997,0.003,1672.5,5.0175
SSP1,Ghana,2060-2065,0--4,Male,0.998,0.002,1524.7,3.0494
SSP1,Ghana,2065-2070,0--4,Male,0.999,0.001,1387.7,1.3877
SSP1,Ghana,2070-2075,0--4,Male,0.999,0.001,1282.9,1.2829
SSP1,Ghana,2075-2080,0--4,Male,0.999,0.001,1176.9,1.1769
SSP1,Ghana,2080-2085,0--4,Male,0.999,0.001,1065.3,1.0653
SSP1,Ghana,2085-2090,0--4,Male,1,0,968.8,0
SSP1,Ghana,2090-2095,0--4,Male,1,0,884,0
SSP1,Ghana,2095-2100,0--4,Male,1,0,808.9,0
SSP1,Guinea,2030-2035,0--4,Male,0.98,0.02,947.1,18.942
SSP1,Guinea,2035-2040,0--4,Male,0.984,0.016,900.5,14.408
SSP1,Guinea,2040-2045,0--4,Male,0.988,0.012,845.9,10.1508
SSP1,Guinea,2045-2050,0--4,Male,0.991,0.009,819,7.371
SSP1,Guinea,2050-2055,0--4,Male,0.993,0.007,773.9,5.4173
SSP1,Guinea,2055-2060,0--4,Male,0.994,0.006,717.7,4.3062
SSP1,Guinea,2060-2065,0--4,Male,0.995,0.005,654.6,3.273
SSP1,Guinea,2065-2070,0--4,Male,0.996,0.004,595.6,2.3824
SSP1,Guinea,2070-2075,0--4,Male,0.996,0.004,545.9,2.1836
SSP1,Guinea,2075-2080,0--4,Male,0.997,0.003,489,1.467
SSP1,Guinea,2080-2085,0--4,Male,0.997,0.003,441,1.323
SSP1,Guinea,2085-2090,0--4,Male,0.998,0.002,390.3,0.7806
SSP1,Guinea,2090-2095,0--4,Male,0.998,0.002,357.8,0.7156
SSP1,Guinea,2095-2100,0--4,Male,0.999,0.001,329.9,0.3299
SSP1,Guinea-Bissau,2030-2035,0--4,Male,0.99,0.01,132,1.32
SSP1,Guinea-Bissau,2035-2040,0--4,Male,0.993,0.007,124.9,0.8743
SSP1,Guinea-Bissau,2040-2045,0--4,Male,0.995,0.005,117.5,0.5875
SSP1,Guinea-Bissau,2045-2050,0--4,Male,0.997,0.003,113.2,0.3396
SSP1,Guinea-Bissau,2050-2055,0--4,Male,0.997,0.003,106.2,0.3186
SSP1,Guinea-Bissau,2055-2060,0--4,Male,0.998,0.002,97.3,0.1946
SSP1,Guinea-Bissau,2060-2065,0--4,Male,0.998,0.002,88.3,0.1766
SSP1,Guinea-Bissau,2065-2070,0--4,Male,0.998,0.002,79.8,0.1596
SSP1,Guinea-Bissau,2070-2075,0--4,Male,0.998,0.002,71.5,0.143
SSP1,Guinea-Bissau,2075-2080,0--4,Male,0.998,0.002,64,0.128
SSP1,Guinea-Bissau,2080-2085,0--4,Male,0.999,0.001,58.1,0.0581
SSP1,Guinea-Bissau,2085-2090,0--4,Male,0.999,0.001,53.4,0.0534
SSP1,Guinea-Bissau,2090-2095,0--4,Male,0.999,0.001,48.9,0.0489
SSP1,Guinea-Bissau,2095-2100,0--4,Male,0.999,0.001,44.7,0.0447
SSP1,Hong Kong Special Administrative Region of China,2030-2035,0--4,Male,1,0,108.1,0
SSP1,Hong Kong Special Administrative Region of China,2035-2040,0--4,Male,1,0,96.5,0
SSP1,Hong Kong Special Administrative Region of China,2040-2045,0--4,Male,1,0,93.9,0
SSP1,Hong Kong Special Administrative Region of China,2045-2050,0--4,Male,1,0,102.2,0
SSP1,Hong Kong Special Administrative Region of China,2050-2055,0--4,Male,1,0,120.1,0
SSP1,Hong Kong Special Administrative Region of China,2055-2060,0--4,Male,1,0,118.8,0
SSP1,Hong Kong Special Administrative Region of China,2060-2065,0--4,Male,1,0,109.4,0
SSP1,Hong Kong Special Administrative Region of China,2065-2070,0--4,Male,1,0,99.6,0
SSP1,Hong Kong Special Administrative Region of China,2070-2075,0--4,Male,1,0,93.1,0
SSP1,Hong Kong Special Administrative Region of China,2075-2080,0--4,Male,1,0,90.3,0
SSP1,Hong Kong Special Administrative Region of China,2080-2085,0--4,Male,1,0,89.8,0
SSP1,Hong Kong Special Administrative Region of China,2085-2090,0--4,Male,1,0,88.7,0
SSP1,Hong Kong Special Administrative Region of China,2090-2095,0--4,Male,1,0,84.2,0
SSP1,Hong Kong Special Administrative Region of China,2095-2100,0--4,Male,1,0,77,0
SSP1,India,2030-2035,0--4,Male,0.997,0.003,48323.9,144.9717
SSP1,India,2035-2040,0--4,Male,0.998,0.002,43674.7,87.3494
SSP1,India,2040-2045,0--4,Male,0.998,0.002,39046.8,78.0936
SSP1,India,2045-2050,0--4,Male,0.998,0.002,35821.2,71.6424
SSP1,India,2050-2055,0--4,Male,0.999,0.001,32208.1,32.2081
SSP1,India,2055-2060,0--4,Male,0.999,0.001,29412.3,29.4123
SSP1,India,2060-2065,0--4,Male,0.999,0.001,26698.5,26.6985
SSP1,India,2065-2070,0--4,Male,0.999,0.001,24292.4,24.2924
SSP1,India,2070-2075,0--4,Male,0.999,0.001,22395.3,22.3953
SSP1,India,2075-2080,0--4,Male,1,0,20510.5,0
SSP1,India,2080-2085,0--4,Male,1,0,18798.6,0
SSP1,India,2085-2090,0--4,Male,1,0,17255.2,0
SSP1,India,2090-2095,0--4,Male,1,0,15914.8,0
SSP1,India,2095-2100,0--4,Male,1,0,14624.4,0
SSP1,Indonesia,2030-2035,0--4,Male,0.997,0.003,9518.3,28.5549
SSP1,Indonesia,2035-2040,0--4,Male,0.998,0.002,8571.6,17.1432
SSP1,Indonesia,2040-2045,0--4,Male,0.998,0.002,7617.3,15.2346
SSP1,Indonesia,2045-2050,0--4,Male,0.998,0.002,6998.6,13.9972
SSP1,Indonesia,2050-2055,0--4,Male,0.998,0.002,6361.2,12.7224
SSP1,Indonesia,2055-2060,0--4,Male,0.999,0.001,5822.3,5.8223
SSP1,Indonesia,2060-2065,0--4,Male,0.999,0.001,5247.8,5.2478
SSP1,Indonesia,2065-2070,0--4,Male,0.999,0.001,4782.7,4.7827
SSP1,Indonesia,2070-2075,0--4,Male,0.999,0.001,4361.1,4.3611
SSP1,Indonesia,2075-2080,0--4,Male,1,0,3985.7,0
SSP1,Indonesia,2080-2085,0--4,Male,1,0,3651.7,0
SSP1,Indonesia,2085-2090,0--4,Male,1,0,3366.2,0
SSP1,Indonesia,2090-2095,0--4,Male,1,0,3081.4,0
SSP1,Indonesia,2095-2100,0--4,Male,1,0,2821.1,0
SSP1,Kenya,2030-2035,0--4,Male,0.996,0.004,3298.7,13.1948
SSP1,Kenya,2035-2040,0--4,Male,0.997,0.003,3189.8,9.5694
SSP1,Kenya,2040-2045,0--4,Male,0.998,0.002,2996.9,5.9938
SSP1,Kenya,2045-2050,0--4,Male,0.999,0.001,2873.3,2.8733
SSP1,Kenya,2050-2055,0--4,Male,0.999,0.001,2707.5,2.7075
