Scenario,Area,Period,Age,Sex,Ratio,Death Ratio,Population,Deaths
SSP5,Sao Tome and Principe,2095-2100,0--4,Male,1,0,3,0
SSP5,Senegal,2030-2035,0--4,Male,0.994,0.006,1161.2,6.9672
SSP5,Senegal,2035-2040,0--4,Male,0.996,0.004,1138.1,4.5524
SSP5,Senegal,2040-2045,0--4,Male,0.997,0.003,1101.4,3.3042
SSP5,Senegal,2045-2050,0--4,Male,0.998,0.002,1100,2.2
SSP5,Senegal,2050-2055,0--4,Male,0.998,0.002,1057.8,2.1156
SSP5,Senegal,2055-2060,0--4,Male,0.999,0.001,979.7,0.9797
SSP5,Senegal,2060-2065,0--4,Male,0.999,0.001,896.4,0.8964
SSP5,Senegal,2065-2070,0--4,Male,0.999,0.001,825.2,0.8252
SSP5,Senegal,2070-2075,0--4,Male,0.999,0.001,760.4,0.7604
SSP5,Senegal,2075-2080,0--4,Male,0.999,0.001,699.2,0.6992
SSP5,Senegal,2080-2085,0--4,Male,0.999,0.001,631.6,0.6316
SSP5,Senegal,2085-2090,0--4,Male,1,0,567.2,0
SSP5,Senegal,2090-2095,0--4,Male,1,0,520,0
SSP5,Senegal,2095-2100,0--4,Male,1,0,481,0
SSP5,Seychelles,2030-2035,0--4,Male,0.999,0.001,3.4,0.0034
SSP5,Seychelles,2035-2040,0--4,Male,0.999,0.001,3.1,0.0031
SSP5,Seychelles,2040-2045,0--4,Male,0.999,0.001,2.8,0.0028
SSP5,Seychelles,2045-2050,0--4,Male,0.999,0.001,2.6,0.0026
SSP5,Seychelles,2050-2055,0--4,Male,0.999,0.001,2.4,0.0024
SSP5,Seychelles,2055-2060,0--4,Male,0.999,0.001,2.2,0.0022
SSP5,Seychelles,2060-2065,0--4,Male,1,0,2,0
SSP5,Seychelles,2065-2070,0--4,Male,1,0,1.9,0
SSP5,Seychelles,2070-2075,0--4,Male,1,0,1.7,0
SSP5,Seychelles,2075-2080,0--4,Male,1,0,1.6,0
SSP5,Seychelles,2080-2085,0--4,Male,1,0,1.5,0
SSP5,Seychelles,2085-2090,0--4,Male,1,0,1.4,0
SSP5,Seychelles,2090-2095,0--4,Male,1,0,1.3,0
SSP5,Seychelles,2095-2100,0--4,Male,1,0,1.1,0
SSP5,Sierra Leone,2030-2035,0--4,Male,0.978,0.022,541.9,11.9218
SSP5,Sierra Leone,2035-2040,0--4,Male,0.981,0.019,510.6,9.7014
SSP5,Sierra Leone,2040-2045,0--4,Male,0.984,0.016,473.9,7.5824
SSP5,Sierra Leone,2045-2050,0--4,Male,0.986,0.014,449.7,6.2958
SSP5,Sierra Leone,2050-2055,0--4,Male,0.989,0.011,418.6,4.6046
SSP5,Sierra Leone,2055-2060,0--4,Male,0.991,0.009,380.9,3.4281
SSP5,Sierra Leone,2060-2065,0--4,Male,0.993,0.007,340.5,2.3835
SSP5,Sierra Leone,2065-2070,0--4,Male,0.994,0.006,305.9,1.8354
SSP5,Sierra Leone,2070-2075,0--4,Male,0.995,0.005,272.9,1.3645
SSP5,Sierra Leone,2075-2080,0--4,Male,0.996,0.004,241.7,0.9668
SSP5,Sierra Leone,2080-2085,0--4,Male,0.996,0.004,219,0.876
SSP5,Sierra Leone,2085-2090,0--4,Male,0.997,0.003,200.7,0.6021
SSP5,Sierra Leone,2090-2095,0--4,Male,0.998,0.002,182.9,0.3658
SSP5,Sierra Leone,2095-2100,0--4,Male,0.998,0.002,167.1,0.3342
SSP5,Singapore,2030-2035,0--4,Male,1,0,111.4,0
SSP5,Singapore,2035-2040,0--4,Male,1,0,106.8,0
SSP5,Singapore,2040-2045,0--4,Male,1,0,105,0
SSP5,Singapore,2045-2050,0--4,Male,1,0,110.4,0
SSP5,Singapore,2050-2055,0--4,Male,1,0,119.8,0
SSP5,Singapore,2055-2060,0--4,Male,1,0,118.4,0
SSP5,Singapore,2060-2065,0--4,Male,1,0,113.3,0
SSP5,Singapore,2065-2070,0--4,Male,1,0,108.3,0
SSP5,Singapore,2070-2075,0--4,Male,1,0,103.6,0
SSP5,Singapore,2075-2080,0--4,Male,1,0,99.9,0
SSP5,Singapore,2080-2085,0--4,Male,1,0,95.8,0
SSP5,Singapore,2085-2090,0--4,Male,1,0,89.6,0
SSP5,Singapore,2090-2095,0--4,Male,1,0,81.6,0
SSP5,Singapore,2095-2100,0--4,Male,1,0,73.1,0
SSP5,Somalia,2030-2035,0--4,Male,0.97,0.03,1591.2,47.736
SSP5,Somalia,2035-2040,0--4,Male,0.976,0.024,1607.6,38.5824
SSP5,Somalia,2040-2045,0--4,Male,0.981,0.019,1610.1,30.5919
SSP5,Somalia,2045-2050,0--4,Male,0.985,0.015,1654.5,24.8175
SSP5,Somalia,2050-2055,0--4,Male,0.989,0.011,1632.6,17.9586
SSP5,Somalia,2055-2060,0--4,Male,0.992,0.008,1544.7,12.3576
SSP5,Somalia,2060-2065,0--4,Male,0.994,0.006,1425.9,8.5554
SSP5,Somalia,2065-2070,0--4,Male,0.995,0.005,1337.4,6.687
SSP5,Somalia,2070-2075,0--4,Male,0.996,0.004,1257.8,5.0312
SSP5,Somalia,2075-2080,0--4,Male,0.997,0.003,1177.7,3.5331
SSP5,Somalia,2080-2085,0--4,Male,0.998,0.002,1089,2.178
SSP5,Somalia,2085-2090,0--4,Male,0.998,0.002,988.9,1.9778
SSP5,Somalia,2090-2095,0--4,Male,0.998,0.002,892.2,1.7844
SSP5,Somalia,2095-2100,0--4,Male,0.999,0.001,791.3,0.7913
SSP5,South Africa,2030-2035,0--4,Male,0.998,0.002,2405,4.81
SSP5,South Africa,2035-2040,0--4,Male,0.998,0.002,2195.4,4.3908
SSP5,South Africa,2040-2045,0--4,Male,0.998,0.002,1982.3,3.9646
SSP5,South Africa,2045-2050,0--4,Male,0.999,0.001,1849.7,1.8497
SSP5,South Africa,2050-2055,0--4,Male,0.999,0.001,1673.4,1.6734
SSP5,South Africa,2055-2060,0--4,Male,0.999,0.001,1521.3,1.5213
SSP5,South Africa,2060-2065,0--4,Male,0.999,0.001,1373,1.373
SSP5,South Africa,2065-2070,0--4,Male,0.999,0.001,1263.4,1.2634
SSP5,South Africa,2070-2075,0--4,Male,0.999,0.001,1156.7,1.1567
SSP5,South Africa,2075-2080,0--4,Male,0.999,0.001,1065.9,1.0659
SSP5,South Africa,2080-2085,0--4,Male,0.999,0.001,971.2,0.9712
SSP5,South Africa,2085-2090,0--4,Male,0.999,0.001,894.6,0.8946
SSP5,South Africa,2090-2095,0--4,Male,1,0,820.3,0
SSP5,South Africa,2095-2100,0--4,Male,1,0,754.5,0
SSP5,South Sudan,2030-2035,0--4,Male,0.975,0.025,561.7,14.0425
SSP5,South Sudan,2035-2040,0--4,Male,0.98,0.02,527.7,10.554
SSP5,South Sudan,2040-2045,0--4,Male,0.984,0.016,477.3,7.6368
SSP5,South Sudan,2045-2050,0--4,Male,0.988,0.012,419,5.028
SSP5,South Sudan,2050-2055,0--4,Male,0.991,0.009,344.7,3.1023
SSP5,South Sudan,2055-2060,0--4,Male,0.993,0.007,284.1,1.9887
SSP5,South Sudan,2060-2065,0--4,Male,0.995,0.005,241.4,1.207
SSP5,South Sudan,2065-2070,0--4,Male,0.996,0.004,210.7,0.8428
SSP5,South Sudan,2070-2075,0--4,Male,0.997,0.003,184.9,0.5547
SSP5,South Sudan,2075-2080,0--4,Male,0.997,0.003,159.9,0.4797
SSP5,South Sudan,2080-2085,0--4,Male,0.998,0.002,137,0.274
SSP5,South Sudan,2085-2090,0--4,Male,0.999,0.001,120.2,0.1202
SSP5,South Sudan,2090-2095,0--4,Male,0.999,0.001,109,0.109
SSP5,South Sudan,2095-2100,0--4,Male,0.999,0.001,100.2,0.1002
SSP5,Sri Lanka,2030-2035,0--4,Male,0.999,0.001,633.5,0.6335
SSP5,Sri Lanka,2035-2040,0--4,Male,0.999,0.001,577.3,0.5773
SSP5,Sri Lanka,2040-2045,0--4,Male,0.999,0.001,525.3,0.5253
SSP5,Sri Lanka,2045-2050,0--4,Male,1,0,484.3,0
SSP5,Sri Lanka,2050-2055,0--4,Male,1,0,434.3,0
SSP5,Sri Lanka,2055-2060,0--4,Male,1,0,384.5,0
SSP5,Sri Lanka,2060-2065,0--4,Male,1,0,341.3,0
SSP5,Sri Lanka,2065-2070,0--4,Male,1,0,309,0
SSP5,Sri Lanka,2070-2075,0--4,Male,1,0,285.1,0
SSP5,Sri Lanka,2075-2080,0--4,Male,1,0,260.1,0
SSP5,Sri Lanka,2080-2085,0--4,Male,1,0,237.2,0
SSP5,Sri Lanka,2085-2090,0--4,Male,1,0,215.4,0
SSP5,Sri Lanka,2090-2095,0--4,Male,1,0,194.5,0
SSP5,Sri Lanka,2095-2100,0--4,Male,1,0,178.1,0
SSP5,Sudan,2030-2035,0--4,Male,0.988,0.012,3387,40.644
SSP5,Sudan,2035-2040,0--4,Male,0.99,0.01,3292.3,32.923
SSP5,Sudan,2040-2045,0--4,Male,0.993,0.007,3183.8,22.2866
SSP5,Sudan,2045-2050,0--4,Male,0.994,0.006,3186.9,19.1214
SSP5,Sudan,2050-2055,0--4,Male,0.996,0.004,3142.7,12.5708
SSP5,Sudan,2055-2060,0--4,Male,0.996,0.004,3012.2,12.0488
SSP5,Sudan,2060-2065,0--4,Male,0.997,0.003,2841,8.523
SSP5,Sudan,2065-2070,0--4,Male,0.998,0.002,2655.1,5.3102
SSP5,Sudan,2070-2075,0--4,Male,0.998,0.002,2471.4,4.9428
SSP5,Sudan,2075-2080,0--4,Male,0.998,0.002,2268.1,4.5362
SSP5,Sudan,2080-2085,0--4,Male,0.999,0.001,2121.3,2.1213
SSP5,Sudan,2085-2090,0--4,Male,0.999,0.001,1953.1,1.9531
SSP5,Sudan,2090-2095,0--4,Male,0.999,0.001,1840.5,1.8405
SSP5,Sudan,2095-2100,0--4,Male,0.999,0.001,1741,1.741
SSP5,Swaziland,2030-2035,0--4,Male,0.994,0.006,56.2,0.3372
SSP5,Swaziland,2035-2040,0--4,Male,0.995,0.005,50.7,0.2535
SSP5,Swaziland,2040-2045,0--4,Male,0.996,0.004,45,0.18
SSP5,Swaziland,2045-2050,0--4,Male,0.997,0.003,41.1,0.1233
SSP5,Swaziland,2050-2055,0--4,Male,0.998,0.002,35.9,0.0718
SSP5,Swaziland,2055-2060,0--4,Male,0.998,0.002,30.3,0.0606
SSP5,Swaziland,2060-2065,0--4,Male,0.999,0.001,25.2,0.0252
SSP5,Swaziland,2065-2070,0--4,Male,0.999,0.001,22.3,0.0223
SSP5,Swaziland,2070-2075,0--4,Male,0.999,0.001,20.1,0.0201
SSP5,Swaziland,2075-2080,0--4,Male,0.999,0.001,18.1,0.0181
SSP5,Swaziland,2080-2085,0--4,Male,1,0,16.1,0
SSP5,Swaziland,2085-2090,0--4,Male,1,0,14.3,0
SSP5,Swaziland,2090-2095,0--4,Male,1,0,12.8,0
SSP5,Swaziland,2095-2100,0--4,Male,1,0,11.6,0
SSP5,Taiwan Province of China,2030-2035,0--4,Male,0.999,0.001,399.4,0.3994
SSP5,Taiwan Province of China,2035-2040,0--4,Male,0.999,0.001,355.3,0.3553
SSP5,Taiwan Province of China,2040-2045,0--4,Male,0.999,0.001,315.4,0.3154
SSP5,Taiwan Province of China,2045-2050,0--4,Male,1,0,301.2,0
SSP5,Taiwan Province of China,2050-2055,0--4,Male,1,0,305,0
SSP5,Taiwan Province of China,2055-2060,0--4,Male,1,0,279.1,0
SSP5,Taiwan Province of China,2060-2065,0--4,Male,1,0,257.9,0
SSP5,Taiwan Province of China,2065-2070,0--4,Male,1,0,244.7,0
SSP5,Taiwan Province of China,2070-2075,0--4,Male,1,0,227.4,0
SSP5,Taiwan Province of China,2075-2080,0--4,Male,1,0,212.2,0
SSP5,Taiwan Province of China,2080-2085,0--4,Male,1,0,203.5,0
SSP5,Taiwan Province of China,2085-2090,0--4,Male,1,0,193.9,0
SSP5,Taiwan Province of China,2090-2095,0--4,Male,1,0,183.1,0
SSP5,Taiwan Province of China,2095-2100,0--4,Male,1,0,172.7,0
SSP5,Thailand,2030-2035,0--4,Male,0.999,0.001,1475.4,1.4754
SSP5,Thailand,2035-2040,0--4,Male,0.999,0.001,1340.6,1.3406
SSP5,Thailand,2040-2045,0--4,Male,0.999,0.001,1204.5,1.2045
SSP5,Thailand,2045-2050,0--4,Male,0.999,0.001,1136.6,1.1366
SSP5,Thailand,2050-2055,0--4,Male,0.999,0.001,1053.2,1.0532
SSP5,Thailand,2055-2060,0--4,Male,1,0,962.6,0
SSP5,Thailand,2060-2065,0--4,Male,1,0,878.7,0
SSP5,Thailand,2065-2070,0--4,Male,1,0,818.5,0
SSP5,Thailand,2070-2075,0--4,Male,1,0,764.6,0
SSP5,Thailand,2075-2080,0--4,Male,1,0,709.2,0
SSP5,Thailand,2080-2085,0--4,Male,1,0,664.4,0
SSP5,Thailand,2085-2090,0--4,Male,1,0,617.4,0
SSP5,Thailand,2090-2095,0--4,Male,1,0,573.7,0
SSP5,Thailand,2095-2100,0--4,Male,1,0,526.9,0
SSP5,Timor-Leste,2030-2035,0--4,Male,0.995,0.005,73.2,0.366
SSP5,Timor-Leste,2035-2040,0--4,Male,0.996,0.004,67.9,0.2716
SSP5,Timor-Leste,2040-2045,0--4,Male,0.996,0.004,60.8,0.2432
SSP5,Timor-Leste,2045-2050,0--4,Male,0.997,0.003,55.4,0.1662
SSP5,Timor-Leste,2050-2055,0--4,Male,0.998,0.002,50.2,0.1004
SSP5,Timor-Leste,2055-2060,0--4,Male,0.998,0.002,44.6,0.0892
SSP5,Timor-Leste,2060-2065,0--4,Male,0.998,0.002,38.7,0.0774
SSP5,Timor-Leste,2065-2070,0--4,Male,0.998,0.002,33.9,0.0678
SSP5,Timor-Leste,2070-2075,0--4,Male,0.998,0.002,30.6,0.0612
SSP5,Timor-Leste,2075-2080,0--4,Male,0.999,0.001,27.8,0.0278
SSP5,Timor-Leste,2080-2085,0--4,Male,0.999,0.001,25.6,0.0256
SSP5,Timor-Leste,2085-2090,0--4,Male,0.999,0.001,23.2,0.0232
SSP5,Timor-Leste,2090-2095,0--4,Male,0.999,0.001,20.9,0.0209
SSP5,Timor-Leste,2095-2100,0--4,Male,0.999,0.001,18.9,0.0189
SSP5,Togo,2030-2035,0--4,Male,0.986,0.014,586.8,8.2152
SSP5,Togo,2035-2040,0--4,Male,0.989,0.011,558.9,6.1479
SSP5,Togo,2040-2045,0--4,Male,0.991,0.009,526.8,4.7412
SSP5,Togo,2045-2050,0--4,Male,0.993,0.007,509.4,3.5658
SSP5,Togo,2050-2055,0--4,Male,0.995,0.005,477.3,2.3865
SSP5,Togo,2055-2060,0--4,Male,0.996,0.004,437.9,1.7516
SSP5,Togo,2060-2065,0--4,Male,0.997,0.003,391.1,1.1733
SSP5,Togo,2065-2070,0--4,Male,0.997,0.003,356.8,1.0704
SSP5,Togo,2070-2075,0--4,Male,0.998,0.002,318.2,0.6364
SSP5,Togo,2075-2080,0--4,Male,0.999,0.001,285.9,0.2859
SSP5,Togo,2080-2085,0--4,Male,0.999,0.001,252.7,0.2527
SSP5,Togo,2085-2090,0--4,Male,0.999,0.001,228.1,0.2281
SSP5,Togo,2090-2095,0--4,Male,1,0,208.1,0
SSP5,Togo,2095-2100,0--4,Male,1,0,190.6,0
SSP5,Uganda,2030-2035,0--4,Male,0.997,0.003,3962.8,11.8884
SSP5,Uganda,2035-2040,0--4,Male,0.998,0.002,3932.6,7.8652
SSP5,Uganda,2040-2045,0--4,Male,0.998,0.002,3819.2,7.6384
SSP5,Uganda,2045-2050,0--4,Male,0.999,0.001,3815.6,3.8156
SSP5,Uganda,2050-2055,0--4,Male,0.999,0.001,3723.6,3.7236
SSP5,Uganda,2055-2060,0--4,Male,0.999,0.001,3470.9,3.4709
SSP5,Uganda,2060-2065,0--4,Male,0.999,0.001,3227.9,3.2279
SSP5,Uganda,2065-2070,0--4,Male,0.999,0.001,3004,3.004
SSP5,Uganda,2070-2075,0--4,Male,0.999,0.001,2831.9,2.8319
SSP5,Uganda,2075-2080,0--4,Male,0.999,0.001,2595.7,2.5957
SSP5,Uganda,2080-2085,0--4,Male,0.999,0.001,2351.7,2.3517
SSP5,Uganda,2085-2090,0--4,Male,0.999,0.001,2109,2.109
SSP5,Uganda,2090-2095,0--4,Male,1,0,1894.3,0
SSP5,Uganda,2095-2100,0--4,Male,1,0,1737.8,0
SSP5,United Republic of Tanzania,2030-2035,0--4,Male,0.996,0.004,5136.5,20.546
SSP5,United Republic of Tanzania,2035-2040,0--4,Male,0.997,0.003,5084.1,15.2523
SSP5,United Republic of Tanzania,2040-2045,0--4,Male,0.998,0.002,4978.5,9.957
SSP5,United Republic of Tanzania,2045-2050,0--4,Male,0.999,0.001,5003.7,5.0037
SSP5,United Republic of Tanzania,2050-2055,0--4,Male,0.999,0.001,4877.2,4.8772
SSP5,United Republic of Tanzania,2055-2060,0--4,Male,0.999,0.001,4559.3,4.5593
SSP5,United Republic of Tanzania,2060-2065,0--4,Male,0.999,0.001,4231.3,4.2313
SSP5,United Republic of Tanzania,2065-2070,0--4,Male,0.999,0.001,3931.9,3.9319
SSP5,United Republic of Tanzania,2070-2075,0--4,Male,1,0,3630,0
SSP5,United Republic of Tanzania,2075-2080,0--4,Male,1,0,3392,0
SSP5,United Republic of Tanzania,2080-2085,0--4,Male,1,0,3074.6,0
SSP5,United Republic of Tanzania,2085-2090,0--4,Male,1,0,2731.3,0
SSP5,United Republic of Tanzania,2090-2095,0--4,Male,1,0,2426.1,0
SSP5,United Republic of Tanzania,2095-2100,0--4,Male,1,0,2202.3,0
SSP5,Viet Nam,2030-2035,0--4,Male,0.997,0.003,2921.4,8.7642
SSP5,Viet Nam,2035-2040,0--4,Male,0.997,0.003,2502.8,7.5084
SSP5,Viet Nam,2040-2045,0--4,Male,0.998,0.002,2223.8,4.4476
SSP5,Viet Nam,2045-2050,0--4,Male,0.998,0.002,2098,4.196
SSP5,Viet Nam,2050-2055,0--4,Male,0.999,0.001,1975.7,1.9757
SSP5,Viet Nam,2055-2060,0--4,Male,0.999,0.001,1817.2,1.8172
SSP5,Viet Nam,2060-2065,0--4,Male,0.999,0.001,1610.3,1.6103
SSP5,Viet Nam,2065-2070,0--4,Male,1,0,1435.5,0
SSP5,Viet Nam,2070-2075,0--4,Male,1,0,1298,0
SSP5,Viet Nam,2075-2080,0--4,Male,1,0,1201.2,0
SSP5,Viet Nam,2080-2085,0--4,Male,1,0,1124.9,0
SSP5,Viet Nam,2085-2090,0--4,Male,1,0,1045.5,0
SSP5,Viet Nam,2090-2095,0--4,Male,1,0,955.8,0
SSP5,Viet Nam,2095-2100,0--4,Male,1,0,865.6,0
SSP5,World,2030-2035,0--4,Male,0.993,0.007,292073.6,2044.5152
SSP5,World,2035-2040,0--4,Male,0.995,0.005,277181.6,1385.908
SSP5,World,2040-2045,0--4,Male,0.995,0.005,263189.8,1315.949
SSP5,World,2045-2050,0--4,Male,0.996,0.004,255733.1,1022.9324
SSP5,World,2050-2055,0--4,Male,0.997,0.003,242671.8,728.0154
SSP5,World,2055-2060,0--4,Male,0.998,0.002,224346,448.692
SSP5,World,2060-2065,0--4,Male,0.998,0.002,205441.1,410.8822
SSP5,World,2065-2070,0--4,Male,0.998,0.002,190085.6,380.1712
SSP5,World,2070-2075,0--4,Male,0.999,0.001,177512.7,177.5127
SSP5,World,2075-2080,0--4,Male,0.999,0.001,166046.8,166.0468
SSP5,World,2080-2085,0--4,Male,0.999,0.001,154605.4,154.6054
SSP5,World,2085-2090,0--4,Male,0.999,0.001,142853,142.853
SSP5,World,2090-2095,0--4,Male,0.999,0.001,131473.3,131.4733
SSP5,World,2095-2100,0--4,Male,1,0,120914.5,0
SSP5,Zambia,2030-2035,0--4,Male,0.992,0.008,1399,11.192
SSP5,Zambia,2035-2040,0--4,Male,0.994,0.006,1377.3,8.2638
SSP5,Zambia,2040-2045,0--4,Male,0.995,0.005,1331.8,6.659
SSP5,Zambia,2045-2050,0--4,Male,0.997,0.003,1310.6,3.9318
SSP5,Zambia,2050-2055,0--4,Male,0.997,0.003,1251.4,3.7542
SSP5,Zambia,2055-2060,0--4,Male,0.998,0.002,1168.6,2.3372
SSP5,Zambia,2060-2065,0--4,Male,0.998,0.002,1081.7,2.1634
SSP5,Zambia,2065-2070,0--4,Male,0.999,0.001,993.9,0.9939
SSP5,Zambia,2070-2075,0--4,Male,0.999,0.001,917.1,0.9171
SSP5,Zambia,2075-2080,0--4,Male,0.999,0.001,824.2,0.8242
SSP5,Zambia,2080-2085,0--4,Male,0.999,0.001,743,0.743
SSP5,Zambia,2085-2090,0--4,Male,0.999,0.001,683.3,0.6833
SSP5,Zambia,2090-2095,0--4,Male,1,0,632.9,0
SSP5,Zambia,2095-2100,0--4,Male,1,0,583.3,0
SSP5,Zimbabwe,2030-2035,0--4,Male,0.993,0.007,986.6,6.9062
SSP5,Zimbabwe,2035-2040,0--4,Male,0.995,0.005,922.2,4.611
SSP5,Zimbabwe,2040-2045,0--4,Male,0.996,0.004,844,3.376
SSP5,Zimbabwe,2045-2050,0--4,Male,0.997,0.003,798.2,2.3946
SSP5,Zimbabwe,2050-2055,0--4,Male,0.998,0.002,728.8,1.4576
SSP5,Zimbabwe,2055-2060,0--4,Male,0.998,0.002,648,1.296
SSP5,Zimbabwe,2060-2065,0--4,Male,0.999,0.001,561.8,0.5618
SSP5,Zimbabwe,2065-2070,0--4,Male,0.999,0.001,490.5,0.4905
SSP5,Zimbabwe,2070-2075,0--4,Male,0.999,0.001,430.5,0.4305
SSP5,Zimbabwe,2075-2080,0--4,Male,0.999,0.001,394.6,0.3946
SSP5,Zimbabwe,2080-2085,0--4,Male,0.999,0.001,364.6,0.3646
SSP5,Zimbabwe,2085-2090,0--4,Male,0.999,0.001,335.4,0.3354
SSP5,Zimbabwe,2090-2095,0--4,Male,0.999,0.001,302,0.302
SSP5,Zimbabwe,2095-2100,0--4,Male,0.999,0.001,275.5,0.2755
SSP5,Afghanistan,2030-2035,0--4,Female,0.992,0.008,3175.4,25.4032
SSP5,Afghanistan,2035-2040,0--4,Female,0.994,0.006,3109.8,18.6588
SSP5,Afghanistan,2040-2045,0--4,Female,0.995,0.005,3005.5,15.0275
SSP5,Afghanistan,2045-2050,0--4,Female,0.997,0.003,2983.1,8.9493
SSP5,Afghanistan,2050-2055,0--4,Female,0.997,0.003,2888.3,8.6649
SSP5,Afghanistan,2055-2060,0--4,Female,0.998,0.002,2717.6,5.4352
SSP5,Afghanistan,2060-2065,0--4,Female,0.999,0.001,2509.4,2.5094
SSP5,Afghanistan,2065-2070,0--4,Female,0.999,0.001,2336.7,2.3367
SSP5,Afghanistan,2070-2075,0--4,Female,0.999,0.001,2150.4,2.1504
SSP5,Afghanistan,2075-2080,0--4,Female,0.999,0.001,1977.1,1.9771
SSP5,Afghanistan,2080-2085,0--4,Female,0.999,0.001,1775.1,1.7751
SSP5,Afghanistan,2085-2090,0--4,Female,0.999,0.001,1575.5,1.5755
SSP5,Afghanistan,2090-2095,0--4,Female,1,0,1440.1,0
SSP5,Afghanistan,2095-2100,0--4,Female,1,0,1332.5,0
SSP5,Angola,2030-2035,0--4,Female,0.989,0.011,2828.9,31.1179
SSP5,Angola,2035-2040,0--4,Female,0.991,0.009,2829.4,25.4646
SSP5,Angola,2040-2045,0--4,Female,0.993,0.007,2793.4,19.5538
SSP5,Angola,2045-2050,0--4,Female,0.995,0.005,2784.9,13.9245
SSP5,Angola,2050-2055,0--4,Female,0.996,0.004,2713.8,10.8552
SSP5,Angola,2055-2060,0--4,Female,0.997,0.003,2573.5,7.7205
SSP5,Angola,2060-2065,0--4,Female,0.997,0.003,2418.7,7.2561
SSP5,Angola,2065-2070,0--4,Female,0.998,0.002,2265.8,4.5316
SSP5,Angola,2070-2075,0--4,Female,0.998,0.002,2093.4,4.1868
SSP5,Angola,2075-2080,0--4,Female,0.998,0.002,1937.6,3.8752
SSP5,Angola,2080-2085,0--4,Female,0.999,0.001,1758.5,1.7585
SSP5,Angola,2085-2090,0--4,Female,0.999,0.001,1574.1,1.5741
SSP5,Angola,2090-2095,0--4,Female,0.999,0.001,1388.9,1.3889
SSP5,Angola,2095-2100,0--4,Female,0.999,0.001,1273.9,1.2739
SSP5,Bangladesh,2030-2035,0--4,Female,0.998,0.002,5976,11.952
SSP5,Bangladesh,2035-2040,0--4,Female,0.998,0.002,5182,10.364
SSP5,Bangladesh,2040-2045,0--4,Female,0.999,0.001,4485.3,4.4853
SSP5,Bangladesh,2045-2050,0--4,Female,0.999,0.001,4041.4,4.0414
SSP5,Bangladesh,2050-2055,0--4,Female,0.999,0.001,3625.7,3.6257
SSP5,Bangladesh,2055-2060,0--4,Female,1,0,3242.7,0
SSP5,Bangladesh,2060-2065,0--4,Female,1,0,2858.3,0
SSP5,Bangladesh,2065-2070,0--4,Female,1,0,2548.7,0
SSP5,Bangladesh,2070-2075,0--4,Female,1,0,2291.5,0
SSP5,Bangladesh,2075-2080,0--4,Female,1,0,2087,0
SSP5,Bangladesh,2080-2085,0--4,Female,1,0,1917.8,0
SSP5,Bangladesh,2085-2090,0--4,Female,1,0,1756.3,0
SSP5,Bangladesh,2090-2095,0--4,Female,1,0,1602.8,0
SSP5,Bangladesh,2095-2100,0--4,Female,1,0,1468.4,0
SSP5,Benin,2030-2035,0--4,Female,0.982,0.018,1003.5,18.063
SSP5,Benin,2035-2040,0--4,Female,0.986,0.014,976.2,13.6668
SSP5,Benin,2040-2045,0--4,Female,0.99,0.01,944.6,9.446
SSP5,Benin,2045-2050,0--4,Female,0.993,0.007,936.9,6.5583
SSP5,Benin,2050-2055,0--4,Female,0.995,0.005,906.5,4.5325
SSP5,Benin,2055-2060,0--4,Female,0.997,0.003,844.9,2.5347
SSP5,Benin,2060-2065,0--4,Female,0.997,0.003,765.2,2.2956
SSP5,Benin,2065-2070,0--4,Female,0.998,0.002,713.2,1.4264
SSP5,Benin,2070-2075,0--4,Female,0.998,0.002,656.7,1.3134
SSP5,Benin,2075-2080,0--4,Female,0.999,0.001,607.7,0.6077
SSP5,Benin,2080-2085,0--4,Female,0.999,0.001,542.4,0.5424
SSP5,Benin,2085-2090,0--4,Female,0.999,0.001,483.4,0.4834
SSP5,Benin,2090-2095,0--4,Female,0.999,0.001,425,0.425
SSP5,Benin,2095-2100,0--4,Female,0.999,0.001,384.3,0.3843
SSP5,Bhutan,2030-2035,0--4,Female,0.998,0.002,20.8,0.0416
SSP5,Bhutan,2035-2040,0--4,Female,0.999,0.001,18.2,0.0182
SSP5,Bhutan,2040-2045,0--4,Female,0.999,0.001,15.9,0.0159
SSP5,Bhutan,2045-2050,0--4,Female,0.999,0.001,14.4,0.0144
SSP5,Bhutan,2050-2055,0--4,Female,1,0,12.8,0
SSP5,Bhutan,2055-2060,0--4,Female,1,0,11.4,0
SSP5,Bhutan,2060-2065,0--4,Female,1,0,10,0
SSP5,Bhutan,2065-2070,0--4,Female,1,0,9,0
SSP5,Bhutan,2070-2075,0--4,Female,1,0,8.1,0
SSP5,Bhutan,2075-2080,0--4,Female,1,0,7.3,0
SSP5,Bhutan,2080-2085,0--4,Female,1,0,6.7,0
SSP5,Bhutan,2085-2090,0--4,Female,1,0,6,0
SSP5,Bhutan,2090-2095,0--4,Female,1,0,5.4,0
SSP5,Bhutan,2095-2100,0--4,Female,1,0,4.8,0
SSP5,Botswana,2030-2035,0--4,Female,0.998,0.002,125.1,0.2502
SSP5,Botswana,2035-2040,0--4,Female,0.998,0.002,117.4,0.2348
SSP5,Botswana,2040-2045,0--4,Female,0.999,0.001,109,0.109
SSP5,Botswana,2045-2050,0--4,Female,0.999,0.001,103.9,0.1039
SSP5,Botswana,2050-2055,0--4,Female,0.999,0.001,94.8,0.0948
